
16 ISOTOPES IN NETWORK:

Index  Isotope   A   Z   N  Abundance Y  MassFrac X  MassXS(MeV)
    0       1n   1   0   1  0.00000e+00    0.000000      8.07100
    1       1H   1   1   0  7.08591e-01    0.708591      7.28900
    2      4He   4   2   2  6.90017e-02    0.276007      2.42500
    3      12C  12   6   6  2.53424e-04    0.003041      0.00000
    4      13C  13   6   7  2.81800e-06    0.000037      3.12500
    5      13N  13   7   6  0.00000e+00    0.000000      5.34600
    6      14N  14   7   7  7.88598e-05    0.001104      2.86300
    7      15N  15   7   8  2.91684e-07    0.000004      0.10100
    8      15O  15   8   7  0.00000e+00    0.000000      2.85500
    9      16O  16   8   8  6.01610e-04    0.009626     -4.73700
   10      17O  17   8   9  2.91684e-07    0.000005     -0.80900
   11      18O  18   8  10  1.20984e-06    0.000022     -0.78200
   12     17Fl  17   9   8  0.00000e+00    0.000000      1.95200
   13     18Fl  18   9   9  0.00000e+00    0.000000      0.87300
   14     19Fl  19   9  10  0.00000e+00    0.000000     -1.48700
   15     20Ne  20  10  10  7.81832e-05    0.001564     -7.04200

SUMMARY: 134 REACTIONS

Isotope Mass Fractions: 4He(6.156e-02)  15N(0.000e+00) 19Fl(1.796e-09) 

REACTION GROUP 21: isEquil=FALSE netflux=-8.122e-56 thisDevious/maxDevious=  nan
    p+n15-->n+o15 flux=0.000e+00 flux_true=0.000e+00
    n+o15-->p+n15 flux=8.122e-56 flux_true=8.122e-56
    Sum flux_true=-8.122e-56
Isotope Equil Ratios:  1H(1.857e+01)  15N(7.724e-01)   1n(6.667e+01)  15O(6.667e+01) 
Isotope Mass Fractions:  1H(8.530e-09)  15N(1.949e-09)   1n(1.147e-16)  15O(7.645e-18) 

REACTION GROUP 22: isEquil=FALSE netflux=-4.509e-57 thisDevious/maxDevious=  nan
    he4+n15-->n+f18 flux=0.000e+00 flux_true=0.000e+00
    n+f18-->he4+n15 flux=4.509e-57 flux_true=4.509e-57
    Sum flux_true=-4.509e-57
Isotope Equil Ratios: 4He(1.621e-07)  15N(7.724e-01)   1n(6.667e+01) 18Fl(6.667e+01) 
Isotope Mass Fractions: 4He(6.156e-02)  15N(1.949e-09)   1n(2.776e-17) 18Fl(1.542e-18) 

REACTION GROUP 23: isEquil=FALSE netflux=-3.698e-29 thisDevious/maxDevious=  nan
    he4+n15-->p+o18 flux=0.000e+00 flux_true=0.000e+00
    he4+n15-->p+o18 flux=0.000e+00 flux_true=0.000e+00
    he4+n15-->p+o18 flux=0.000e+00 flux_true=0.000e+00
    p+o18-->he4+n15 flux=3.581e-29 flux_true=3.581e-29
    p+o18-->he4+n15 flux=1.175e-30 flux_true=1.175e-30
    p+o18-->he4+n15 flux=1.561e-44 flux_true=1.561e-44
    Sum flux_true=-3.698e-29
Isotope Equil Ratios: 4He(2.229e-06)  15N(1.606e+01)   1H(6.667e+25)  18O(5.083e+01) 
Isotope Mass Fractions: 4He(6.156e-02)  15N(2.538e-09)   1H(-3.012e-10)  18O(6.435e-10) 

REACTION GROUP 24: isEquil=FALSE netflux=5.467e-26 thisDevious/maxDevious=1200632358.626
    o15-->n15+e++nu flux=5.467e-26 flux_true=5.467e-26
    Sum flux_true=5.467e-26
Isotope Equil Ratios: 15O(6.667e+25)  15N(7.724e-01) 
Isotope Mass Fractions: 15O(0.000e+00)  15N(1.949e-09) 

REACTION GROUP 25: isEquil=FALSE netflux=-2.624e-45 thisDevious/maxDevious=  nan
    he4+o15-->p+f18 flux=0.000e+00 flux_true=0.000e+00
    he4+o15-->p+f18 flux=0.000e+00 flux_true=0.000e+00
    p+f18-->he4+o15 flux=2.185e-107 flux_true=2.185e-107
    p+f18-->he4+o15 flux=2.624e-45 flux_true=2.624e-45
    Sum flux_true=-2.624e-45
Isotope Equil Ratios: 4He(4.448e-07)  15O(6.667e+25)   1H(2.382e+01) 18Fl(6.667e+01) 
Isotope Mass Fractions: 4He(6.156e-02)  15O(-6.960e-11)   1H(9.574e-09) 18Fl(5.800e-11) 

REACTION GROUP 26: isEquil=FALSE netflux=3.647e-44 thisDevious/maxDevious=0.000
    n+o16-->o17 flux=3.647e-44 flux_true=3.647e-44
    o17-->n+o16 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=3.647e-44
Isotope Equil Ratios:  1n(6.667e+25)  16O(9.755e-08)  17O(7.237e-08) 
Isotope Mass Fractions:  1n(0.000e+00)  16O(3.753e-06)  17O(2.874e-06) 

REACTION GROUP 27: isEquil=FALSE netflux=3.685e-29 thisDevious/maxDevious=536277056145074936250083812853447393280.000
    p+o16-->f17 flux=3.685e-29 flux_true=3.685e-29
    f17-->p+o16 flux=7.233e-189 flux_true=7.233e-189
    Sum flux_true=3.685e-29
Isotope Equil Ratios:  1H(6.667e+25)  16O(9.472e-03) 17Fl(6.667e+01) 
Isotope Mass Fractions:  1H(0.000e+00)  16O(3.752e-06) 17Fl(5.018e-10) 

REACTION GROUP 28: isEquil=FALSE netflux=9.693e-57 thisDevious/maxDevious=945651231170573568573440.000
    he4+o16-->ne20 flux=9.693e-57 flux_true=9.693e-57
    he4+o16-->ne20 flux=3.745e-269 flux_true=3.745e-269
    ne20-->he4+o16 flux=0.000e+00 flux_true=0.000e+00
    ne20-->he4+o16 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=9.693e-57
Isotope Equil Ratios: 4He(1.626e-02)  16O(6.667e+25) 20Ne(2.896e+01) 
Isotope Mass Fractions: 4He(6.154e-02)  16O(0.000e+00) 20Ne(6.911e-06) 

REACTION GROUP 29: isEquil=FALSE netflux=-5.476e-32 thisDevious/maxDevious=  nan
    he4+o16-->p+f19 flux=0.000e+00 flux_true=0.000e+00
    he4+o16-->p+f19 flux=0.000e+00 flux_true=0.000e+00
    p+f19-->he4+o16 flux=5.476e-32 flux_true=5.476e-32
    p+f19-->he4+o16 flux=1.860e-89 flux_true=1.860e-89
    Sum flux_true=-5.476e-32
Isotope Equil Ratios: 4He(6.894e-07)  16O(3.492e-03)   1H(9.516e+00) 19Fl(1.200e+02) 
Isotope Mass Fractions: 4He(6.156e-02)  16O(3.753e-06)   1H(5.385e-09) 19Fl(9.193e-11) 

REACTION GROUP 30: isEquil=FALSE netflux=7.107e-44 thisDevious/maxDevious=0.000
    n+o17-->o18 flux=7.107e-44 flux_true=7.107e-44
    n+o17-->o18 flux=3.230e-83 flux_true=3.230e-83
    o18-->n+o17 flux=0.000e+00 flux_true=0.000e+00
    o18-->n+o17 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=7.107e-44
Isotope Equil Ratios:  1n(6.667e+25)  17O(7.237e-08)  18O(6.710e-04) 
Isotope Mass Fractions:  1n(0.000e+00)  17O(2.874e-06)  18O(1.134e-09) 

REACTION GROUP 31: isEquil=FALSE netflux=3.666e-29 thisDevious/maxDevious=4318548708999591132809073100859637760.000
    p+o17-->f18 flux=3.666e-29 flux_true=3.666e-29
    p+o17-->f18 flux=4.152e-141 flux_true=4.152e-141
    p+o17-->f18 flux=1.009e-51 flux_true=1.009e-51
    f18-->p+o17 flux=0.000e+00 flux_true=0.000e+00
    f18-->p+o17 flux=0.000e+00 flux_true=0.000e+00
    f18-->p+o17 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=3.666e-29
Isotope Equil Ratios:  1H(6.667e+25)  17O(1.164e-02) 18Fl(6.667e+01) 
Isotope Mass Fractions:  1H(0.000e+00)  17O(2.874e-06) 18Fl(4.739e-10) 

REACTION GROUP 32: isEquil=FALSE netflux=-7.556e-60 thisDevious/maxDevious=  nan
    p+o17-->n+f17 flux=0.000e+00 flux_true=0.000e+00
    n+f17-->p+o17 flux=7.556e-60 flux_true=7.556e-60
    Sum flux_true=-7.556e-60
Isotope Equil Ratios:  1H(1.857e+01)  17O(7.237e-08)   1n(6.667e+25) 17Fl(6.667e+25) 
Isotope Mass Fractions:  1H(8.530e-09)  17O(2.874e-06)   1n(0.000e+00) 17Fl(0.000e+00) 

REACTION GROUP 33: isEquil=FALSE netflux=5.417e-32 thisDevious/maxDevious=128401801941973408.000
    p+o18-->f19 flux=3.934e-32 flux_true=3.934e-32
    p+o18-->f19 flux=1.483e-32 flux_true=1.483e-32
    p+o18-->f19 flux=8.409e-46 flux_true=8.409e-46
    f19-->p+o18 flux=0.000e+00 flux_true=0.000e+00
    f19-->p+o18 flux=0.000e+00 flux_true=0.000e+00
    f19-->p+o18 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=5.417e-32
Isotope Equil Ratios:  1H(6.667e+25)  18O(4.785e+01) 19Fl(4.237e+01) 
Isotope Mass Fractions:  1H(0.000e+00)  18O(6.602e-10) 19Fl(7.064e-10) 

REACTION GROUP 34: isEquil=FALSE netflux=-4.041e-58 thisDevious/maxDevious=  nan
    p+o18-->n+f18 flux=0.000e+00 flux_true=0.000e+00
    n+f18-->p+o18 flux=4.041e-58 flux_true=4.041e-58
    Sum flux_true=-4.041e-58
Isotope Equil Ratios:  1H(1.857e+01)  18O(6.710e-04)   1n(6.667e+25) 18Fl(6.667e+25) 
Isotope Mass Fractions:  1H(8.530e-09)  18O(1.134e-09)   1n(0.000e+00) 18Fl(0.000e+00) 

REACTION GROUP 35: isEquil=FALSE netflux=5.102e-29 thisDevious/maxDevious=352.528
    f17-->o17+e++nu flux=5.102e-29 flux_true=5.102e-29
    Sum flux_true=5.102e-29
Isotope Equil Ratios:17Fl(6.667e+25)  17O(7.237e-08) 
Isotope Mass Fractions:17Fl(0.000e+00)  17O(2.874e-06) 

REACTION GROUP 36: isEquil=FALSE netflux=1.095e-63 thisDevious/maxDevious=0.000
    n+f17-->f18 flux=1.095e-63 flux_true=1.095e-63
    f18-->n+f17 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=1.095e-63
Isotope Equil Ratios:  1n(6.667e+25) 17Fl(8.833e-02) 18Fl(8.926e+00) 
Isotope Mass Fractions:  1n(0.000e+00) 17Fl(2.806e-28) 18Fl(2.678e-26) 

REACTION GROUP 37: isEquil=FALSE netflux=6.825e-77 thisDevious/maxDevious=8816816049.974
    he4+f17-->p+ne20 flux=6.825e-77 flux_true=6.825e-77
    p+ne20-->he4+f17 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=6.825e-77
Isotope Equil Ratios: 4He(1.621e-07) 17Fl(6.667e+25)   1H(1.857e+01) 20Ne(2.601e-12) 
Isotope Mass Fractions: 4He(6.156e-02) 17Fl(0.000e+00)   1H(8.530e-09) 20Ne(3.909e-06) 

REACTION GROUP 38: isEquil=FALSE netflux=5.076e-29 thisDevious/maxDevious=85266118.848
    f18-->o18+e++nu flux=5.076e-29 flux_true=5.076e-29
    Sum flux_true=5.076e-29
Isotope Equil Ratios:18Fl(6.667e+25)  18O(6.710e-04) 
Isotope Mass Fractions:18Fl(0.000e+00)  18O(1.134e-09) 

REACTION GROUP 39: isEquil=FALSE netflux=1.470e-60 thisDevious/maxDevious=0.000
    n+f18-->f19 flux=1.470e-60 flux_true=1.470e-60
    f19-->n+f18 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=1.470e-60
Isotope Equil Ratios:  1n(6.667e+25) 18Fl(8.926e+00) 19Fl(1.207e-07) 
Isotope Mass Fractions:  1n(0.000e+00) 18Fl(2.678e-26) 19Fl(2.575e-10) 

REACTION GROUP 40: isEquil=FALSE netflux=9.519e-36 thisDevious/maxDevious=1925366610689.997
    p+f19-->ne20 flux=9.519e-36 flux_true=9.519e-36
    p+f19-->ne20 flux=1.082e-98 flux_true=1.082e-98
    ne20-->p+f19 flux=0.000e+00 flux_true=0.000e+00
    ne20-->p+f19 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=9.519e-36
Isotope Equil Ratios:  1H(4.609e+01) 19Fl(6.667e+25) 20Ne(4.171e-03) 
Isotope Mass Fractions:  1H(3.638e-09) 19Fl(-2.177e-26) 20Ne(3.909e-06) 

REACTION GROUP 41: isEquil=FALSE netflux=8.930e-238 thisDevious/maxDevious=0.000
    n+ne20-->he4+o17 flux=8.930e-238 flux_true=8.930e-238
    Sum flux_true=8.930e-238
Isotope Equil Ratios:  1n(6.667e+25) 20Ne(6.667e+01)  4He(1.058e-02)  17O(2.963e+01) 
Isotope Mass Fractions:  1n(-3.909e-05) 20Ne(1.954e-06)  4He(6.157e-02)  17O(5.173e-06) 
